chipName,chipTime,class,x,y,w,h,conf,lat,lon,verification
20190101_152415_0f44_3B_Visual_clip_r0001c0513,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r0001c1025,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r0001c1537,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r0001c2049,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r0513c0001,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r0513c0513,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r0513c1025,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r0513c1537,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r0513c2049,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r0513c2561,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r1025c0001,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r1025c0513,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r1025c1025,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r1025c1537,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r1025c2049,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r1025c2561,01-Jan-2019 15:24:15,boat_wake,407393.525472,2702646.76848,13.325312,11.171328,0.778063,24.4345745448538,-81.9135540674587,
20190101_152415_0f44_3B_Visual_clip_r1537c0001,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r1537c0513,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r1537c1025,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r1537c1537,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r1537c2049,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r1537c2561,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r2049c0001,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r2049c0513,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r2049c1025,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r2049c1537,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r2049c2049,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r2049c2561,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r2561c0001,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r2561c0513,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r2561c1025,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r2561c1537,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r2561c2049,01-Jan-2019 15:24:15,none,,,,,,,,
20190101_152415_0f44_3B_Visual_clip_r2561c2561,01-Jan-2019 15:24:15,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r0001c1025,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r0001c1537,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r0001c2049,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r0513c0513,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r0513c1025,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r0513c1537,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r0513c2049,03-Jan-2019 15:38:48,boat_wake,405866.893536,2707838.87568,40.244736,40.779776,0.988915,24.4813704582365,-81.9289564267491,
20190103_153848_1018_3B_Visual_clip_r0513c2561,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r0513c3073,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r0513c3585,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r1025c0513,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r1025c1025,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r1025c1537,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r1025c2049,03-Jan-2019 15:38:48,boat,405658.025184,2706713.58672,5.125632,5.331968,0.805176,24.4711958196318,-81.9309426839799,
20190103_153848_1018_3B_Visual_clip_r1025c2561,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r1025c3073,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r1025c3585,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r1025c4097,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r1537c0513,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r1537c1025,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r1537c1537,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r1537c2049,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r1537c2561,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r1537c3073,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r1537c3585,03-Jan-2019 15:38:48,boat,410820.582624,2704615.814688,8.534016,10.03008,0.997852,24.4525567581805,-81.8798730911639,
20190103_153848_1018_3B_Visual_clip_r1537c3585,03-Jan-2019 15:38:48,boat,410813.609184,2704761.516576,10.253312,11.59168,0.992914,24.453872145041,-81.8799510260305,
20190103_153848_1018_3B_Visual_clip_r1537c3585,03-Jan-2019 15:38:48,boat,410894.915808,2704614.37392,6.491648,9.23392,0.934558,24.4525480127706,-81.8791396732595,
20190103_153848_1018_3B_Visual_clip_r1537c3585,03-Jan-2019 15:38:48,boat,411192.736992,2704679.649312,7.739392,10.432,0.868109,24.4531545498084,-81.8762056194973,
20190103_153848_1018_3B_Visual_clip_r1537c3585,03-Jan-2019 15:38:48,boat,410928.842976,2704596.060192,15.124992,11.011584,0.827918,24.4523845730473,-81.8788038205064,
20190103_153848_1018_3B_Visual_clip_r1537c3585,03-Jan-2019 15:38:48,boat,411231.531744,2704694.07696,6.831104,10.272256,0.733047,24.4532870589351,-81.8758237917738,
20190103_153848_1018_3B_Visual_clip_r1537c3585,03-Jan-2019 15:38:48,boat,410957.332704,2704584.274464,9.910784,8.996352,0.335015,24.4522797731914,-81.8785220198502,
20190103_153848_1018_3B_Visual_clip_r1537c3585,03-Jan-2019 15:38:48,boat,410956.733664,2704609.695264,11.569152,9.273856,0.270247,24.452509306093,-81.8785295214811,
20190103_153848_1018_3B_Visual_clip_r1537c4097,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r2049c0001,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r2049c0513,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r2049c1025,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r2049c1537,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r2049c2049,03-Jan-2019 15:38:48,boat,405980.529888,2703791.933472,5.892608,5.769728,0.82114,24.4448312372733,-81.9275673794762,
20190103_153848_1018_3B_Visual_clip_r2049c2561,03-Jan-2019 15:38:48,boat,407382.013152,2704113.456672,6.53824,6.74816,0.988696,24.4478189500365,-81.913763097682,
20190103_153848_1018_3B_Visual_clip_r2049c3073,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r2049c3585,03-Jan-2019 15:38:48,boat,410426.434272,2703126.931488,8.221184,6.90944,0.997441,24.439088451817,-81.8836677684611,
20190103_153848_1018_3B_Visual_clip_r2561c0001,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r2561c0513,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r2561c1025,03-Jan-2019 15:38:48,boat,403871.588064,2702730.150432,10.365952,5.766144,0.25627,24.4351137501968,-81.9482996149548,
20190103_153848_1018_3B_Visual_clip_r2561c1537,03-Jan-2019 15:38:48,boat_wake,405234.055392,2702192.794656,11.034112,15.36768,0.781569,24.4303447717345,-81.9348246150528,
20190103_153848_1018_3B_Visual_clip_r2561c1537,03-Jan-2019 15:38:48,boat,404325.680352,2702135.160864,5.953024,6.69184,0.997187,24.4297686821559,-81.9437805163126,
20190103_153848_1018_3B_Visual_clip_r2561c2049,03-Jan-2019 15:38:48,boat_wake,406787.67024,2701848.30672,12.698112,7.590912,0.963037,24.4273277421755,-81.9194778903583,
20190103_153848_1018_3B_Visual_clip_r2561c2049,03-Jan-2019 15:38:48,boat_wake,406592.3448,2702034.428448,20.758528,28.086784,0.83351,24.4289968150769,-81.9214166615623,
20190103_153848_1018_3B_Visual_clip_r2561c2561,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r2561c3073,03-Jan-2019 15:38:48,boat_wake,409636.736736,2701758.747168,8.992768,7.919104,0.681105,24.4266871119736,-81.8913707606422,
20190103_153848_1018_3B_Visual_clip_r2561c3073,03-Jan-2019 15:38:48,boat,408733.253856,2702286.879264,8.479232,6.908928,0.993596,24.4314037358264,-81.9003159877723,
20190103_153848_1018_3B_Visual_clip_r2561c3585,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r3073c1537,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r3073c2049,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r3073c2561,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r3073c3073,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153848_1018_3B_Visual_clip_r3073c3585,03-Jan-2019 15:38:48,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r0001c0001,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r0001c0513,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r0001c1025,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r0001c1537,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r0513c0001,03-Jan-2019 15:38:49,boat,400900.715232,2701601.801376,8.902656,6.07232,0.436135,24.424737705158,-81.977525219853,
20190103_153849_1018_3B_Visual_clip_r0513c0513,03-Jan-2019 15:38:49,boat_wake,401794.189536,2701416.229536,15.823872,9.432576,0.974098,24.4231185705517,-81.9687000955697,
20190103_153849_1018_3B_Visual_clip_r0513c1025,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r0513c1537,03-Jan-2019 15:38:49,boat,404268.327648,2701979.691168,6.271488,5.92384,0.422968,24.4283611759912,-81.9443357590087,
20190103_153849_1018_3B_Visual_clip_r0513c2049,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r0513c2561,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r0513c3073,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r0513c3585,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r1025c0001,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r1025c0513,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r1025c1025,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r1025c1537,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r1025c2049,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r1025c2561,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r1025c3073,03-Jan-2019 15:38:49,boat_wake,409744.488672,2699780.004,12.368896,19.190784,0.827485,24.4088239373936,-81.8901826021174,
20190103_153849_1018_3B_Visual_clip_r1025c3585,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r1537c0513,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r1537c1025,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r1537c1537,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r1537c2049,03-Jan-2019 15:38:49,boat,406614.354144,2697930.847392,7.089152,6.84544,0.655896,24.3919402175014,-81.9209306862383,
20190103_153849_1018_3B_Visual_clip_r1537c2561,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r1537c3073,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r2049c1537,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r2049c2049,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r2049c2561,03-Jan-2019 15:38:49,none,,,,,,,,
20190103_153849_1018_3B_Visual_clip_r2049c3073,03-Jan-2019 15:38:49,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r0001c1025,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r0001c1537,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r0001c2049,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r0513c0513,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r0513c1025,06-Jan-2019 15:38:33,boat,403704.084192,2707548.754464,10.05056,13.71904,0.892654,24.4786177820517,-81.9502782467114,
20190106_153833_1012_3B_Visual_clip_r0513c1537,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r0513c2049,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r0513c2561,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r0513c3073,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r0513c3585,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1025c0513,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1025c1025,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1025c1537,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1025c2049,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1025c2561,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1025c3073,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1025c3585,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1025c4097,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1537c0513,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1537c1025,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1537c1537,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1537c2049,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1537c2561,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1537c3073,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1537c3585,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r1537c4097,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r2049c0001,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r2049c0513,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r2049c1025,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r2049c1537,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r2049c2049,06-Jan-2019 15:38:33,boat_wake,406438.13808,2703570.182688,11.692544,22.150144,0.806877,24.4428563179075,-81.9230386332154,
20190106_153833_1012_3B_Visual_clip_r2049c2049,06-Jan-2019 15:38:33,boat,406047.0264,2703869.930016,7.44448,8.717312,0.993426,24.4455396126446,-81.9269165639625,
20190106_153833_1012_3B_Visual_clip_r2049c2561,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r2049c3073,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r2049c3585,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r2561c0001,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r2561c0513,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r2561c1025,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r2561c1537,06-Jan-2019 15:38:33,boat,405030.022368,2702069.616672,4.453888,5.084672,0.325049,24.4292199569491,-81.936828884251,
20190106_153833_1012_3B_Visual_clip_r2561c2049,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r2561c2561,06-Jan-2019 15:38:33,boat,408358.210272,2702254.779936,5.502976,5.1712,0.348676,24.4310917991534,-81.9040132409757,
20190106_153833_1012_3B_Visual_clip_r2561c2561,06-Jan-2019 15:38:33,boat,408153.395424,2702274.420768,5.780992,7.005696,0.687371,24.4312570838699,-81.9060347350658,
20190106_153833_1012_3B_Visual_clip_r2561c3073,06-Jan-2019 15:38:33,boat,409242.731232,2701694.365728,8.52736,6.976512,0.940267,24.4260827613694,-81.8952528765244,
20190106_153833_1012_3B_Visual_clip_r2561c3073,06-Jan-2019 15:38:33,boat,409274.649312,2701670.901792,9.47456,10.783744,0.969208,24.4258727283934,-81.8949365636026,
20190106_153833_1012_3B_Visual_clip_r2561c3585,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r3073c2561,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r3073c3073,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153833_1012_3B_Visual_clip_r3073c3585,06-Jan-2019 15:38:33,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r0513c0001,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r0513c0513,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r0513c1025,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r0513c1537,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r0513c2049,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r0513c2561,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r1025c0001,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r1025c0513,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r1025c1025,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r1025c1537,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r1025c2049,06-Jan-2019 15:38:34,boat,406973.022432,2701724.648352,5.359616,5.142528,0.811243,24.4262221289045,-81.917641619007,
20190106_153834_1012_3B_Visual_clip_r1025c2561,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r1025c3073,06-Jan-2019 15:38:34,boat,409240.565472,2701689.934752,8.452096,7.2576,0.923691,24.4260426202797,-81.895273955676,
20190106_153834_1012_3B_Visual_clip_r1025c3073,06-Jan-2019 15:38:34,boat,409272.48048,2701667.607456,8.238592,10.766336,0.961539,24.4258428517938,-81.8949577455421,
20190106_153834_1012_3B_Visual_clip_r1025c3585,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r1537c0001,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r1537c0513,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r1537c1025,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r1537c1537,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r1537c2049,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r1537c2561,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r1537c3073,06-Jan-2019 15:38:34,boat,408749.804256,2699840.008608,4.859904,6.46912,0.646939,24.4093078248617,-81.8999959901629,
20190106_153834_1012_3B_Visual_clip_r1537c3073,06-Jan-2019 15:38:34,boat,409029.69264,2699646.38352,3.950592,4.438528,0.28285,24.407575639976,-81.8972233732437,
20190106_153834_1012_3B_Visual_clip_r1537c3073,06-Jan-2019 15:38:34,boat,409309.293792,2700127.867296,4.803584,5.59616,0.941893,24.4119400892159,-81.8944966200401,
20190106_153834_1012_3B_Visual_clip_r1537c3585,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r2049c0001,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r2049c0513,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r2049c1025,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r2049c1537,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r2049c2049,06-Jan-2019 15:38:34,boat_wake,405685.730016,2697580.60944,26.268672,18.653184,0.93497,24.3887214006812,-81.9300643011939,
20190106_153834_1012_3B_Visual_clip_r2049c2561,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r2049c3073,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r2561c1537,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r2561c2049,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r2561c2561,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r2561c3073,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r3073c2561,06-Jan-2019 15:38:34,none,,,,,,,,
20190106_153834_1012_3B_Visual_clip_r3073c3073,06-Jan-2019 15:38:34,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r0001c1025,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r0001c1537,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r0001c2049,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r0513c0513,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r0513c1025,08-Jan-2019 15:31:45,boat,403167.846624,2708838.992928,11.958784,9.425408,0.983493,24.49023584341,-81.9556574456887,
20190108_153145_0e26_3B_Visual_clip_r0513c1537,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r0513c2049,08-Jan-2019 15:31:45,boat,406706.134752,2708808.710688,5.379584,7.405056,0.99868,24.4901792901073,-81.9207389281829,
20190108_153145_0e26_3B_Visual_clip_r0513c2561,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r0513c3073,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r0513c3585,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1025c0513,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1025c1025,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1025c1537,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1025c2049,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1025c2561,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1025c3073,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1025c3585,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1025c4097,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1537c0513,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1537c1025,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1537c1537,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1537c2049,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1537c2561,08-Jan-2019 15:31:45,boat_wake,407182.846176,2704695.055392,12.348416,22.762496,0.784846,24.4530592474039,-81.9157658290909,
20190108_153145_0e26_3B_Visual_clip_r1537c3073,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1537c3585,08-Jan-2019 15:31:45,none,,,,,,,,
20190108_153145_0e26_3B_Visual_clip_r1537c4097,08-Jan-2019 15:31:45,boat_wake,411970.16496,2705783.475744,11.191296,17.572352,0.328272,24.4631671304838,-81.8686042758896,
