chipName,chipTime,class,x,y,w,h,conf,lat,lon,verification
20190313_153827_1005_3B_Visual_clip_r1025c0513,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r1025c1025,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r1025c1537,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r1025c2049,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r1025c2561,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r1025c3073,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r1025c3585,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r1025c4097,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r1537c0513,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r1537c1025,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r1537c1537,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r1537c2049,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r1537c2561,13-Mar-2019 15:38:27,boat,407552.532192,2704550.536224,10.358272,8.136704,0.979452,24.4517761982587,-81.912109347488,
20190313_153827_1005_3B_Visual_clip_r1537c3073,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r1537c3585,13-Mar-2019 15:38:27,boat,410823.626976,2704593.127968,5.920256,7.054336,0.644187,24.4523520564045,-81.8798416345917,
20190313_153827_1005_3B_Visual_clip_r1537c3585,13-Mar-2019 15:38:27,boat,410770.831584,2704550.887968,11.982336,11.183616,0.990584,24.4519675686802,-81.8803598314602,
20190313_153827_1005_3B_Visual_clip_r1537c4097,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r2049c0001,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r2049c0513,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r2049c1025,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r2049c1537,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r2049c2049,13-Mar-2019 15:38:27,boat,406065.148128,2703862.30992,7.143936,7.204864,0.992512,24.4454718944046,-81.92673729466,
20190313_153827_1005_3B_Visual_clip_r2049c2561,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r2049c3073,13-Mar-2019 15:38:27,boat,409968.701664,2703411.145248,8.89344,8.15616,0.989941,24.4416286485146,-81.8882009851795,
20190313_153827_1005_3B_Visual_clip_r2049c3585,13-Mar-2019 15:38:27,boat,410487.76368,2703536.435232,9.092608,7.563264,0.994287,24.4427900853292,-81.8830885558018,
20190313_153827_1005_3B_Visual_clip_r2561c0001,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r2561c0513,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r2561c1025,13-Mar-2019 15:38:27,boat_wake,403474.888416,2702315.08944,78.657024,23.368704,0.907645,24.4313409530975,-81.9521844589585,
20190313_153827_1005_3B_Visual_clip_r2561c1537,13-Mar-2019 15:38:27,boat_wake,405098.888928,2701872.996384,226.518528,115.56096,0.481542,24.4274485680781,-81.9361365176909,
20190313_153827_1005_3B_Visual_clip_r2561c1537,13-Mar-2019 15:38:27,boat,404493.537504,2702509.399584,7.893504,7.908352,0.996391,24.4331585821753,-81.9421499702996,
20190313_153827_1005_3B_Visual_clip_r2561c1537,13-Mar-2019 15:38:27,boat,404331.428064,2702207.302176,7.202816,7.24736,0.999662,24.430420511326,-81.9437286717143,
20190313_153827_1005_3B_Visual_clip_r2561c2049,13-Mar-2019 15:38:27,boat_wake,405925.644,2702659.525152,10.361856,14.031872,0.886265,24.434601615475,-81.9280339445203,
20190313_153827_1005_3B_Visual_clip_r2561c2561,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r2561c3073,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r2561c3585,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r3073c1025,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r3073c1537,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r3073c2049,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r3073c2561,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r3073c3073,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153827_1005_3B_Visual_clip_r3073c3585,13-Mar-2019 15:38:27,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r0001c0001,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r0001c0513,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r0001c1025,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r0513c0001,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r0513c0513,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r0513c1025,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r0513c1537,13-Mar-2019 15:38:28,boat_wake,404913.871584,2701754.44272,71.735808,36.39552,0.625392,24.4263666601513,-81.9379534828881,
20190313_153828_1005_3B_Visual_clip_r0513c2049,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r0513c2561,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r0513c3073,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r0513c3585,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1025c0001,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1025c0513,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1025c1025,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1025c1537,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1025c2049,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1025c2561,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1025c3073,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1025c3585,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1537c0001,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1537c0513,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1537c1025,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1537c1537,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1537c2049,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1537c2561,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r1537c3073,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r2049c1537,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r2049c2049,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r2049c2561,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r2049c3073,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r2561c2561,13-Mar-2019 15:38:28,none,,,,,,,,
20190313_153828_1005_3B_Visual_clip_r2561c3073,13-Mar-2019 15:38:28,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r0001c0001,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r0001c0513,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r0001c1025,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r0513c0001,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r0513c0513,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r0513c1025,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r0513c1537,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r0513c2049,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r0513c2561,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r1025c0001,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r1025c0513,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r1025c1025,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r1025c1537,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r1025c2049,16-Mar-2019 15:38:19,boat_wake,410741.644896,2706381.0024,17.662464,22.386688,0.967877,24.4684930522125,-81.8807626971505,
20190316_153819_1032_3B_Visual_clip_r1025c2049,16-Mar-2019 15:38:19,boat,410954.838624,2706519.385248,9.732096,10.599936,0.98121,24.4697549860383,-81.8786678618564,
20190316_153819_1032_3B_Visual_clip_r1025c2049,16-Mar-2019 15:38:19,boat,410181.845088,2706158.985888,8.399872,10.67264,0.998606,24.4664558079366,-81.8862720068166,
20190316_153819_1032_3B_Visual_clip_r1025c2561,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r1537c0001,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r1537c0513,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r1537c1025,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r1537c1537,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r1537c2049,16-Mar-2019 15:38:19,boat,410949.795936,2704596.832416,5.826048,6.995968,0.990991,24.452392748063,-81.8785971594851,
20190316_153819_1032_3B_Visual_clip_r1537c2049,16-Mar-2019 15:38:19,boat,410948.666976,2704557.122208,6.107648,6.260736,0.984941,24.4520340729586,-81.8786058102542,
20190316_153819_1032_3B_Visual_clip_r1537c2049,16-Mar-2019 15:38:19,boat,410836.371552,2704619.846304,6.93504,9.051648,0.98494,24.4525940727888,-81.8797175796757,
20190316_153819_1032_3B_Visual_clip_r1537c2049,16-Mar-2019 15:38:19,boat,411076.964448,2704644.919968,7.156224,10.761216,0.64282,24.4528342966698,-81.8773455978229,
20190316_153819_1032_3B_Visual_clip_r1537c2049,16-Mar-2019 15:38:19,boat,410822.570592,2704761.439392,8.810496,10.131968,0.578527,24.4538719625394,-81.8798626122844,
20190316_153819_1032_3B_Visual_clip_r1537c2561,16-Mar-2019 15:38:19,boat_wake,411791.496288,2705516.11152,18.766336,36.3264,0.899711,24.4607425057019,-81.870350474401,
20190316_153819_1032_3B_Visual_clip_r2049c0001,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153819_1032_3B_Visual_clip_r2049c0513,16-Mar-2019 15:38:19,boat,406046.615136,2703881.69232,9.183232,11.291136,0.904668,24.4456458081169,-81.9269213978606,
20190316_153819_1032_3B_Visual_clip_r2049c0513,16-Mar-2019 15:38:19,boat,405909.00336,2703825.279648,5.221888,5.912064,0.962674,24.4451280429482,-81.9282751714126,
20190316_153819_1032_3B_Visual_clip_r2049c1025,16-Mar-2019 15:38:19,boat_wake,407864.0856,2703660.305568,78.641664,65.635328,0.977509,24.4437553774957,-81.908978120868,
20190316_153819_1032_3B_Visual_clip_r2049c1537,16-Mar-2019 15:38:19,boat,409051.676256,2703127.4856,8.507904,9.468416,0.997285,24.4390136233333,-81.8972288747334,
20190316_153819_1032_3B_Visual_clip_r2049c2049,16-Mar-2019 15:38:19,boat,410529.810528,2703483.912864,7.396352,9.327104,0.9987,24.4423181935441,-81.8826704756073,
20190316_153819_1032_3B_Visual_clip_r2049c2049,16-Mar-2019 15:38:19,boat,410616.933984,2703003.851424,9.150464,8.472064,0.982796,24.4379879199317,-81.8817808803058,
20190316_153819_1032_3B_Visual_clip_r2049c2049,16-Mar-2019 15:38:19,boat,410050.447968,2703892.20624,6.523904,6.41792,0.999453,24.4459776867131,-81.8874250121289,
20190316_153819_1032_3B_Visual_clip_r2049c2561,16-Mar-2019 15:38:19,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r0001c0001,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r0001c0513,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r0001c1025,16-Mar-2019 15:38:20,boat,405906.326688,2703820.676064,4.514304,6.150656,0.71949,24.4450863078855,-81.9283012714775,
20190316_153820_1032_3B_Visual_clip_r0001c1537,16-Mar-2019 15:38:20,boat_wake,407847.786144,2703647.707104,71.958528,62.630912,0.99621,24.4436406390895,-81.9091380931953,
20190316_153820_1032_3B_Visual_clip_r0001c2049,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r0001c2561,16-Mar-2019 15:38:20,boat,410526.570144,2703488.683488,7.389696,8.320512,0.963923,24.442361089003,-81.8827027407446,
20190316_153820_1032_3B_Visual_clip_r0513c0001,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r0513c0513,16-Mar-2019 15:38:20,boat,404699.06448,2702087.238624,7.34464,8.147456,0.95648,24.4293588456597,-81.9400944454828,
20190316_153820_1032_3B_Visual_clip_r0513c0513,16-Mar-2019 15:38:20,boat,404531.522208,2702512.12848,6.641152,7.380992,0.994304,24.4331855584557,-81.9417754823664,
20190316_153820_1032_3B_Visual_clip_r0513c1025,16-Mar-2019 15:38:20,boat,406282.033824,2702752.815072,6.911488,7.574016,0.800505,24.4354656032163,-81.9245246973663,
20190316_153820_1032_3B_Visual_clip_r0513c1025,16-Mar-2019 15:38:20,boat,405657.941664,2702344.5816,6.459392,7.348224,0.974329,24.4317412713295,-81.9306536544867,
20190316_153820_1032_3B_Visual_clip_r0513c1537,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r0513c2049,16-Mar-2019 15:38:20,boat,408816.8424,2702817.718752,7.538688,8.235008,0.997364,24.4362024685986,-81.8995255003251,
20190316_153820_1032_3B_Visual_clip_r0513c2049,16-Mar-2019 15:38:20,boat,408532.032672,2702838.795744,7.047168,7.974912,0.957026,24.4363760756436,-81.9023362416116,
20190316_153820_1032_3B_Visual_clip_r0513c2049,16-Mar-2019 15:38:20,boat,409248.721056,2701948.021728,6.026752,6.026752,0.641148,24.4283737956011,-81.8952099636925,
20190316_153820_1032_3B_Visual_clip_r0513c2049,16-Mar-2019 15:38:20,boat,409768.826016,2703147.995616,3.113472,6.391808,0.395681,24.4392406392613,-81.8901559782793,
20190316_153820_1032_3B_Visual_clip_r0513c2049,16-Mar-2019 15:38:20,boat,409051.25904,2703120.831456,8.294912,9.961984,0.998714,24.4389535076409,-81.8972325649893,
20190316_153820_1032_3B_Visual_clip_r0513c2561,16-Mar-2019 15:38:20,boat,410616.017568,2702999.429088,8.39168,9.557504,0.997479,24.4379479304702,-81.8817896423125,
20190316_153820_1032_3B_Visual_clip_r1025c0001,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r1025c0513,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r1025c1025,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r1025c1537,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r1025c2049,16-Mar-2019 15:38:20,boat,409248.191136,2701934.268384,5.517824,3.187712,0.293397,24.4282495627251,-81.8952143139323,
20190316_153820_1032_3B_Visual_clip_r1025c2049,16-Mar-2019 15:38:20,boat,409249.247904,2701896.513504,8.754688,7.68,0.998094,24.4279086724098,-81.895201484132,
20190316_153820_1032_3B_Visual_clip_r1025c2561,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r1537c0001,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r1537c0513,16-Mar-2019 15:38:20,boat_wake,404522.630304,2700236.418528,14.84288,10.870272,0.835001,24.4126340745555,-81.941710631652,
20190316_153820_1032_3B_Visual_clip_r1537c1025,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r1537c1537,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r1537c2049,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r1537c2561,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r2049c0001,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r2049c0513,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r2049c1025,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r2049c1537,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r2049c2049,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r2561c0513,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r2561c1025,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r2561c1537,16-Mar-2019 15:38:20,none,,,,,,,,
20190316_153820_1032_3B_Visual_clip_r2561c2049,16-Mar-2019 15:38:20,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r0001c0513,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r0001c1025,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r0001c1537,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r0001c2049,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r0513c0513,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r0513c1025,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r0513c1537,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r0513c2049,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r0513c2561,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r0513c3073,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r0513c3585,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r1025c0513,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r1025c1025,21-Mar-2019 18:33:46,boat,402631.375776,2706286.442016,5.967872,6.913536,0.996243,24.4671515818858,-81.9607763761424,
20190321_183346_0f02_3B_Visual_clip_r1025c1537,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r1025c2049,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r1025c2561,21-Mar-2019 18:33:46,boat,408153.807264,2705862.375456,6.839808,8.569856,0.926812,24.4636585738613,-81.9062623621823,
20190321_183346_0f02_3B_Visual_clip_r1025c3073,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r1025c3585,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r1025c4097,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r1537c0513,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r1537c1025,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r1537c1537,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r1537c2049,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r1537c2561,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r1537c3073,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r1537c3585,21-Mar-2019 18:33:46,boat,411051.191712,2704526.101536,6.661632,9.558528,0.99692,24.4517598089454,-81.8775924246725,
20190321_183346_0f02_3B_Visual_clip_r1537c3585,21-Mar-2019 18:33:46,boat,411159.81456,2704537.985568,9.477632,12.291072,0.993413,24.4518733458796,-81.8765215638197,
20190321_183346_0f02_3B_Visual_clip_r1537c3585,21-Mar-2019 18:33:46,boat,411239.41776,2704573.17072,10.420736,11.89632,0.96963,24.4521956426368,-81.8757384451117,
20190321_183346_0f02_3B_Visual_clip_r1537c3585,21-Mar-2019 18:33:46,boat,411119.411616,2704519.693344,7.366656,11.042304,0.944349,24.4517058433066,-81.8769190103797,
20190321_183346_0f02_3B_Visual_clip_r1537c3585,21-Mar-2019 18:33:46,boat,411293.080992,2704606.013472,9.167872,12.873728,0.997659,24.452495300829,-81.875211084919,
20190321_183346_0f02_3B_Visual_clip_r1537c4097,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r2049c1025,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r2049c1537,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r2049c2049,21-Mar-2019 18:33:46,boat,406136.682912,2703833.900064,10.04288,9.325056,0.97621,24.4452196598022,-81.9260297483959,
20190321_183346_0f02_3B_Visual_clip_r2049c2561,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r2049c3073,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r2049c3585,21-Mar-2019 18:33:46,boat,410636.439456,2702790.705696,7.081984,9.997824,0.48744,24.4360641871506,-81.8815750888226,
20190321_183346_0f02_3B_Visual_clip_r2561c3073,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183346_0f02_3B_Visual_clip_r2561c3585,21-Mar-2019 18:33:46,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r0001c0513,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r0001c1025,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r0001c1537,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r0513c0001,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r0513c0513,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r0513c1025,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r0513c1537,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r0513c2049,21-Mar-2019 18:33:47,boat,406131.497184,2703829.044768,9.780224,8.760832,0.998338,24.4451755004361,-81.9260805837376,
20190321_183347_0f02_3B_Visual_clip_r0513c2049,21-Mar-2019 18:33:47,boat,406382.474976,2703477.717024,6.820352,9.065984,0.998858,24.4420179467431,-81.9235816397068,
20190321_183347_0f02_3B_Visual_clip_r0513c2561,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r0513c3073,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r0513c3585,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r1025c0001,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r1025c0513,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r1025c1025,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r1025c1537,21-Mar-2019 18:33:47,boat,404558.737632,2702448.884256,7.08608,10.327552,0.971934,24.4326160992128,-81.9415027961927,
20190321_183347_0f02_3B_Visual_clip_r1025c1537,21-Mar-2019 18:33:47,boat,404474.182368,2702493.48048,7.495168,9.253888,0.980257,24.4330136348862,-81.9423398158553,
20190321_183347_0f02_3B_Visual_clip_r1025c2049,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r1025c2561,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r1025c3073,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r1025c3585,21-Mar-2019 18:33:47,boat,410627.40144,2702782.01808,7.003648,9.821184,0.362115,24.4359852123461,-81.8816636953858,
20190321_183347_0f02_3B_Visual_clip_r1537c0001,21-Mar-2019 18:33:47,boat,400550.132448,2700800.837664,6.81216,8.62976,0.483359,24.4174822586753,-81.9809270839256,
20190321_183347_0f02_3B_Visual_clip_r1537c0001,21-Mar-2019 18:33:47,boat,400061.773536,2701452.903456,5.100544,10.341376,0.920123,24.4233394130177,-81.9857892197103,
20190321_183347_0f02_3B_Visual_clip_r1537c0513,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r1537c1025,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r1537c1537,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r1537c2049,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r1537c2561,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r1537c3073,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r1537c3585,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r2049c0001,21-Mar-2019 18:33:47,boat,400563.259104,2699986.26,5.284352,6.559744,0.520178,24.410127079755,-81.9807407801603,
20190321_183347_0f02_3B_Visual_clip_r2049c0513,21-Mar-2019 18:33:47,none,,,,,,,,
20190321_183347_0f02_3B_Visual_clip_r2049c1025,21-Mar-2019 18:33:47,none,,,,,,,,
